ORIGINAL_FILENAME:c4LfM4A13xMTpUWUW%%g8%Qba35Di5%gnlcFeXdKbDw=.dat
idx,grade,option_value,position,rune_price,key_price,set_number,rate,version
8016,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",1,715,1.0.0
8017,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",1,715,1.0.0
8018,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",1,715,1.0.0
8019,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",1,715,1.0.0
8020,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",1,715,1.0.0
8021,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8022,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8023,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8024,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8025,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8026,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8027,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8028,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8029,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8030,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",2,715,1.0.0
8031,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8032,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8033,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8034,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8035,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8036,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8037,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8038,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8039,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8040,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",3,715,1.0.0
8041,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8042,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8043,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8044,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8045,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8046,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8047,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8048,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8049,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8050,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",4,715,1.0.0
8051,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8052,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8053,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8054,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8055,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8056,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8057,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8058,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8059,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8060,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",5,715,1.0.0
8061,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8062,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8063,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8064,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8065,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8066,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8067,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8068,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8069,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8070,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",6,715,1.0.0
8071,8,3,1,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8072,8,3,2,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8073,8,3,3,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8074,8,3,4,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8075,8,3,5,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8076,8,3,6,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8077,8,3,7,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8078,8,3,8,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8079,8,3,9,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
8080,8,3,10,"{""idx"": 146, ""count"": ""1000""}","{""idx"": 2, ""count"": ""20000""}",7,715,1.0.0
